"NZPOCS STATUS (LOINC 2.73)",NZ_SHORT_NAME,Consumer_Name,LOINC_LONG_NAME,CODE,SOURCE_TYPE,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,REMARKS,KEYWORDS,LOINC_STATUS,EFFECTIVE_DATE,END_DATE,MERGE_TO_CODE,MERGE_TO_SOURCE_TYPE,NZ_ ORDERS,"NZ_OBSERVATION",Haematology,"MicrobiologyABX",Microbiology Gyn/Cyto,Biochemistry,Immunology,Serology / Virology,Toxicology,"Histology(Bowel Screening)",EXTERNAL_COPYRIGHT_NOTICE,LOINC_SHORTNAME,HPAC_CODE,HPAC_NAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bacteria  (culture),"Culture, Specimen",Bacteria identified in Unspecified specimen by Culture,6463-4,LN,Bacteria identified,Prid,Pt,XXX,Nom,Culture,Bronchial (culture):                                 Specimen type site: =Table B1 BRO Bronchial^Table B2 e.g. BRONC Broncus/Bronchial^Table B3 e.g. R Right                                                               Specimen collection/description e.g. washing,bronchial washing culture,ACTIVE,1-Apr-15,,,,Yes,Yes,,,Yes,,,,,,,Bacteria XXX Cult,,Bronchial washing - microscopy and culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bacteria  (culture),"Culture, Specimen",Bacteria identified in Unspecified specimen by Culture,6463-4,LN,Bacteria identified,Prid,Pt,XXX,Nom,Culture,Bronchial (culture):                                 Specimen type site: =Table B1 BRO Bronchial^Table B2 e.g. BRONC Broncus/Bronchial^Table B3 e.g. R Right                                                               Specimen collection/description e.g. lavage,bronchial alveolar lavage,ACTIVE,1-Apr-15,,,,Yes,Yes,,,Yes,,,,,,,Bacteria XXX Cult,,Bronchial-alveolar lavage -microscopy and culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bacteria  (culture),"Culture, Specimen",Bacteria identified in Unspecified specimen by Culture,6463-4,LN,Bacteria identified,Prid,Pt,XXX,Nom,Culture,Tissue( Culture):                                         Specimen type site: = Table B1 XXX^Table B2 e.gXXX^Table B3 e.g. R Right,postmortem specimen culture,ACTIVE,1-Apr-15,,,,Yes,Yes,,,Yes,,,,,,,Bacteria XXX Cult,,Postmortem specimen culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bacteria (culture),"Culture, Specimen",Bacteria identified in Unspecified specimen by Culture,6463-4,LN,Bacteria identified,Prid,Pt,XXX,Nom,Culture,"Skin (culture):
Specimen type/site = Table B1 SKN Skin ^ Table B2 e.g. ANKL Ankle ^ Table B3 e.g. L Left
Spec collection/description e.g. Swab",skin culture,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,Bacteria XXX Cult,M01,"Swab, skin/wound/pus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bacteria (culture),"Culture, Specimen",Bacteria identified in Unspecified specimen by Culture,6463-4,LN,Bacteria identified,Prid,Pt,XXX,Nom,Culture,"Wound (culture):
Specimen type/site = Table B1 WND Wound ^ Table B2 e.g. BACK Back ^ Table B3 e.g. LOW Lower
Spec collection/description e.g. Swab",wound culture,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,Bacteria XXX Cult,M01,"Swab, skin/wound/pus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bacteria (culture),"Culture, Specimen",Bacteria identified in Unspecified specimen by Culture,6463-4,LN,Bacteria identified,Prid,Pt,XXX,Nom,Culture,"Pus (culture):
Specimen type/site = Table B1 PUS Pus ^ Table B2 e.g. FOOT Foot ^ Table B3 e.g. R Right
Spec collection/description e.g. Swab",pus culture,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,Bacteria XXX Cult,M01,"Swab, skin/wound/pus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bacteria (culture),"Culture, Specimen",Bacteria identified in Unspecified specimen by Culture,6463-4,LN,Bacteria identified,Prid,Pt,XXX,Nom,Culture,"Throat (culture):
Specimen type/site = Table B1 THRT Throat
Spec collection/description e.g. Swab",throat culture,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,Bacteria XXX Cult,M02,"Swab, throat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bacteria (culture),"Culture, Specimen",Bacteria identified in Unspecified specimen by Culture,6463-4,LN,Bacteria identified,Prid,Pt,XXX,Nom,Culture,"Ear (culture):
Specimen type/site = Table B1 EAR Ear ^ Table B2 e.g. CANAL Canal ^ Table B3 e.g. R Right
Spec collection/description e.g. Swab",ear culture,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,Bacteria XXX Cult,M03,"Swab, ear",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bacteria (culture),"Culture, Specimen",Bacteria identified in Unspecified specimen by Culture,6463-4,LN,Bacteria identified,Prid,Pt,XXX,Nom,Culture,"Nose (culture):
Specimen type/site = Table B1 NOS Nose (nasal passage) ^ Table B2 e.g. NSS Nasal Septum ^ Table B3 e.g. R Right
Spec collection/description e.g. Swab",nose culture nasal,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,Bacteria XXX Cult,M04,"Swab, nasal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bacteria (culture),"Culture, Specimen",Bacteria identified in Unspecified specimen by Culture,6463-4,LN,Bacteria identified,Prid,Pt,XXX,Nom,Culture,"Peri-anal (culture):
Specimen type/site = Table B1 e.g. SKN Skin ^ Table B2 PANAL Perianal / Perirectal
Spec collection/description e.g. Swab",peri-anal culture,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,Bacteria XXX Cult,M05,"Swab, peri-anal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bacteria (culture),"Culture, Specimen",Bacteria identified in Unspecified specimen by Culture,6463-4,LN,Bacteria identified,Prid,Pt,XXX,Nom,Culture,"Vagina (culture):
Specimen type/site = Table B1 GENV Genital vaginal
Spec collection/description e.g. Swab",vagina culture vaginal,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,Bacteria XXX Cult,M06,"Swab, vaginal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bacteria (culture),"Culture, Specimen",Bacteria identified in Unspecified specimen by Culture,6463-4,LN,Bacteria identified,Prid,Pt,XXX,Nom,Culture,"Cervix (culture):
Specimen type/site = Table B1 CVX Cervix
Spec collection/description e.g. Swab",cervix culture cervical,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,Bacteria XXX Cult,M07,"Swab, cervical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bacteria (culture),"Culture, Specimen",Bacteria identified in Unspecified specimen by Culture,6463-4,LN,Bacteria identified,Prid,Pt,XXX,Nom,Culture,"Urethra (culture):
Specimen type/site = Table B1 URTH Urethra
Spec collection/description e.g. Swab",urethra culture urethral,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,Bacteria XXX Cult,M08,"Swab, urethral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bacteria (culture),"Culture, Specimen",Bacteria identified in Unspecified specimen by Culture,6463-4,LN,Bacteria identified,Prid,Pt,XXX,Nom,Culture,"Eye (culture):
Specimen type/site = Table B1 e.g. CNJT Conjunctiva ^ Table B2 EYE Eye ^ Table B3 e.g. R Right
Spec collection/description e.g. Swab",eye culture,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,Bacteria XXX Cult,M09,"Swab, eye",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bacteria (culture),"Culture, Specimen",Bacteria identified in Unspecified specimen by Culture,6463-4,LN,Bacteria identified,Prid,Pt,XXX,Nom,Culture,"Pathogens faeces (culture):
Specimen type/site = Table B1 STL Stool = Fecal
Spec collection/description e.g. Rectal swabs x3",pathogens faeces culture enteric rectal,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,Bacteria XXX Cult,M11,Enteric pathogens (faeces or rectal swabs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bacteria (culture),"Culture, Specimen",Bacteria identified in Unspecified specimen by Culture,6463-4,LN,Bacteria identified,Prid,Pt,XXX,Nom,Culture,"Aspirate (culture):
Specimen type/site = Table B1 e.g. ASP Aspirate ^ Table B2 e.g. MAXS Maxillary Sinus
Spec collection/description e.g. Needle aspiration",aspirate culture,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,Bacteria XXX Cult,M16,"Aspirates, culture and sensitivities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bacteria (culture),"Culture, Specimen",Bacteria identified in Unspecified specimen by Culture,6463-4,LN,Bacteria identified,Prid,Pt,XXX,Nom,Culture,"Body fluid (culture):
Specimen type/site = Table B1 e.g. PLR Pleural fluid (thoracentesis fld) ^ Table B2 e.g. CHEST Chest Tube
Spec collection/description e.g. Drainage",body fluid culture ,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,Bacteria XXX Cult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bacteria (culture),"Culture, Specimen",Bacteria identified in Unspecified specimen by Culture,6463-4,LN,Bacteria identified,Prid,Pt,XXX,Nom,Culture,"CSF (culture)
Specimen type/site = Table B1 CSF Cerebral spinal fluid
Spec collection/description e.g. Lumber puncture",CSF culture cerebrospinal fluid,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,Bacteria XXX Cult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bacteria (culture),"Culture, Specimen",Bacteria identified in Unspecified specimen by Culture,6463-4,LN,Bacteria identified,Prid,Pt,XXX,Nom,Culture,"Blood (culture):
Specimen type/site = Table B1 BLDV Blood venous
Spec collection/description e.g. Set of 2 bottles",blood culture,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,Bacteria XXX Cult,M17,Blood culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bacteria (culture),"Culture, Specimen",Bacteria identified in Unspecified specimen by Culture,6463-4,LN,Bacteria identified,Prid,Pt,XXX,Nom,Culture,"Microbiology specimens for routine culture are reported with a generic result code, and further specified with details of the specimen type/site and collection/description.  If a non-routine examination was required, it should be reported with a specific LOINC in a separate OBX.",microbiology specimen routine culture,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,Bacteria XXX Cult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bacteria (culture),"Culture, Specimen",Bacteria identified in Unspecified specimen by Culture,6463-4,LN,Bacteria identified,Prid,Pt,XXX,Nom,Culture,"Specimen type/site = Table B1 SPT Sputum
Spec collection/description e.g. Post physio",sputum culture,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,Bacteria XXX Cult,M18,Sputum (excluding TB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bacteria (culture),"Culture, Specimen",Bacteria identified in Unspecified specimen by Culture,6463-4,LN,Bacteria identified,Prid,Pt,XXX,Nom,Culture,"Miscellaneous (culture):
Specimen type/site = Table B1 DIAF Dialysis fluid
Spec collection/description e.g. Post CAPD",miscellaneous culture other,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,Bacteria XXX Cult,M19,"Other, culture, sensitivities and identification",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bacteria (culture),"Culture, Specimen",Bacteria identified in Unspecified specimen by Culture,6463-4,LN,Bacteria identified,Prid,Pt,XXX,Nom,Culture,"Semen (culture):
Specimen type/site = Table B1 SEM Seminal fluid",semen culture ,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,Bacteria XXX Cult,M19,"Other, culture, sensitivities and identification",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bacteria (culture),"Culture, Specimen",Bacteria identified in Unspecified specimen by Culture,6463-4,LN,Bacteria identified,Prid,Pt,XXX,Nom,Culture,"Urine (culture):
Specimen type/site = Table B1 UR Urine
Spec collection/description e.g. MSU, suprapubic tap",urine culture colony count identification antibiotic sensitivity susceptibility,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,Bacteria XXX Cult,M40,"Urine culture - (with colony count, identification and sensitivities where indicated)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bacteria count urine (auto),"Bacteria, Urine",Bacteria [#/volume] in Urine by Automated count,51480-2,LN,Bacteria,NCnc,Pt,Urine,Qn,Automated count,,bacteria count urine automated,ACTIVE,,,,,,Yes,,,Yes,,,,,,,Bacteria # Ur Auto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bacteria urine (microscopy),Bacteria,Bacteria [Presence] in urine by Light microscopy,XNZ5419,NZ,Bacteria,ACnc,Pt,Urine ,Ord,Microscopy.light,,bacteria urine microscopy,PROPOSED,1-Apr-17,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bacteria urine sediment (microscopy),"Bacteria, Urine Sediment",Bacteria [Presence] in Urine sediment by Light microscopy ,25145-4,LN,Bacteria,PrThr,Pt,Urine sed,Ord,Microscopy.light,,bacteria urine microscopy,ACTIVE,1-Apr-15,,,,,Yes,,,Yes,,,,,,,Bacteria UrnS Ql Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bambermycins suscep (MIC),Susceptibility to Bambermycins,Bambermycins [Susceptibility] by Minimum inhibitory concentration (MIC),35804-4,LN,Bambermycins,Susc,Pt,Isolate,OrdQn,MIC,,Bambermycins,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Bambermycins Islt MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bambermycins suscep (qual),Susceptibility to Bambermycins,Bambermycins [Susceptibility],35805-1,LN,Bambermycins,Susc,Pt,Isolate,OrdQn,,,Bambermycins,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Bambermycins Susc Islt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Barbiturate urine,"Barbiturates, Urine",Barbiturates [Presence] in Urine,3377-9,LN,Barbiturates,PrThr,Pt,Urine,Ord,,,barbiturates urine qualitative,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Barbiturates Ur Ql,,"Barbiturate, Urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Barbiturate urine by Confirmatory method,"Barbiturates, Urine",Barbiturates [Presence] in Urine by Confirmatory method,16429-3,LN,Barbiturates,PrThr,Pt,Urine,Ord,Confirm,,barbiturates urine qualitative confirmatory method,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Barbiturates Ur Ql Cfm,,"Barbiturate, Urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Barbiturate urine by Screen method,"Barbiturates, Urine",Barbiturates [Presence] in Urine by Screen method,19270-8,LN,Barbiturates,PrThr,Pt,Urine,Ord,Screen,,barbiturates urine qualitative screen method,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Barbiturates Ur Ql Scn,,"Barbiturate, Urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Barium urine,"Barium, Urine",Barium [Mass/​volume] in Urine,5590-5,LN,Barium,MCnc,Pt,Urine,Qn,,,barium urine,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Barium Ur-mCnc,,"Barium,urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Barmah Forest virus IgG Ab,"Barmah Forest virus IgG antibody, Blood",Barmah forest virus IgG Ab [Presence] in Serum by Immunoassay,24121-6,LN,Barmah forest virus Ab.IgG,PrThr,Pt,Ser,Ord,IA,,barmah forest  IgG Ab antibody ,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,Yes,,,,BFV IgG Ser Ql IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Barmah Forest virus IgM Ab,"Barmah Forest virus IgM antibody, Blood",Barmah forest virus IgM Ab [Presence] in Serum by Immunoassay,24118-2,LN,Barmah forest virus Ab.IgM,PrThr,Pt,Ser,Ord,IA,,barmah forest  IgM Ab antibody ,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,Yes,,,,BFV IgM Ser Ql IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bartonella Ab,"Bartonella henselae IgG antibody, Blood",Bartonella henselae IgG Ab [Units/​volume] in Serum by Immunofluorescence,48721-5,LN,Bartonella henselae Ab.IgG,ACnc,Pt,Ser,Qn,IF,,bartonella IgG Ab antibody cat scratch serology,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,Yes,,,,B henselae IgG Ser IF-aCnc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bartonella Ab (titre),"Bartonella henselae IgG antibody, Blood",Bartonella henselae IgG Ab [Titer] in Serum by Immunofluorescence,6954-2,LN,Bartonella henselae Ab.IgG,Titr,Pt,Ser,Qn,IF,,bartonella IgG Ab antibody cat scratch serology titre,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,Yes,,,,B henselae IgG Titr Ser IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Bartonella DNA (NAAT),"Bartonella henselae, Blood",Bartonella henselae DNA [Presence] in Blood by NAA with probe detection,16276-8,LN,Bartonella henselae DNA,PrThr,Pt,Bld,Ord,Probe.amp.tar,,bartonella DNA PCR NAAT cat scratch serology,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,Yes,,,,B henselae DNA Bld Ql NAA+probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Base excess blood ,"Base excess, Blood",Base excess in Blood by calculation,11555-0,LN,Base excess,SCnc,Pt,Bld,Qn,Calculated,,base excess blood gases,ACTIVE,,,,,,Yes,,,,Yes,,,,,,Base excess Bld Calc-sCnc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Basophils,"Basophils, Blood",Basophils [#/volume] in Blood,26444-0,LN,Basophils,NCnc,Pt,Bld,Qn,,,basophils CBC,ACTIVE,,,,,,Yes,Yes,,,,,,,,,Basophils # Bld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Basophils (%),"Basophils per 100 White Blood Cells, Blood",Basophils/100 leukocytes in Blood,30180-4,LN,Basophils/100 leukocytes,NFr,Pt,Bld,Qn,,,basophils % CBC,ACTIVE,,,,,,Yes,Yes,,,,,,,,,Basophils NFr Bld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Benzodiazepine urine,"Benzodiazepines, Urine",Benzodiazepines [Presence] in Urine,3390-2,LN,Benzodiazepines,PrThr,Pt,Urine,Ord,,,benzodiazepine urine qualitative,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Benzodiaz Ur Ql,,"Benzodiazepine, Urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Benzodiazepine urine by Confirmatory method,"Benzodiazepines, Urine",Benzodiazepines [Presence] in Urine by Confirmatory method,16195-0,LN,Benzodiazepines,PrThr,Pt,Urine,Ord,Confirm,,benzodiazepine urine qualitative confirmatory method,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Benzodiaz Ur Ql Cfm,,Benzodiazepines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Benzodiazepine urine by Screen method,"Benzodiazepines, Urine",Benzodiazepines [Presence] in Urine by Screen method,14316-4,LN,Benzodiazepines,PrThr,Pt,Urine,Ord,Screen,,benzodiazepine urine qualitative screen method,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Benzodiaz Ur Ql Scn,,Benzodiazepines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Benzoylecgonine urine,"Benzoylecgonine, Urine",Benzoylecgonine [Presence] in Urine,3393-6,LN,Benzoylecgonine,PrThr,Pt,Urine,Ord,,,benzoylecgonine urine qualitative,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,BZE Ur Ql,,Benzoylecgonine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Benzoylecgonine urine - by Confirmatory method,"Benzoylecgonine, Urine",Benzoylecgonine [Mass/​volume] in Urine by Confirmatory method,16226-3,LN,Benzoylecgonine,MCnc,Pt,Urine,Qn,Confirm,,benzoylecgonine urine confirmatory method,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,BZE Ur Cfm-mCnc,,Benzoylecgonine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Benzoylecgonine urine by Screen Method,"Benzoylecgonine, Urine",Benzoylecgonine [Presence] in Urine by Screen method,14314-9,LN,Benzoylecgonine,PrThr,Pt,Urine,Ord,Screen,,benzoylecgonine urine screen method,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,BZE Ur Ql Scn,,Benzoylecgonine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Benzylpiperazine (BZP) urine,"Benzylpiperazine, Urine",Benzylpiperazine [Mass/​volume] in Urine,59287-3,LN,Benzylpiperazine,MCnc,Pt,Urine,Qn,,,benzylpiperazine BZP urine,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Benzylpiperazine Ur-mCnc,,Benzylpiperazine (BZP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Benzylpiperazine (BZP) urine by Confirmatory method,"Benzylpiperazine, Urine",Benzylpiperazine [Presence] in Urine by Confirmatory method,64233-0,LN,Benzylpiperazine,PrThr,Pt,Urine,Ord,Confirm,,benzylpiperazine BZP urine qualitative confirmatory method,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Benzylpiperazine Ur Ql Cfm,,Benzylpiperazine (BZP) urine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Beta Carotene,"Carotene, Blood",Carotene [Moles/​volume] in Serum,14642-3,LN,Carotene,SCnc,Pt,Ser,Qn,,,beta carotene,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Carotene Ser-sCnc,,"Carotene, serum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Beta hydroxybutyrate,"Beta Hydroxybutyrate, Blood",Beta hydroxybutyrate [Moles/​volume] in Serum or Plasma,6873-4,LN,Beta hydroxybutyrate,SCnc,Pt,Ser/Plas,Qn,,,beta hydroxybutyrate,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,Yes,,,B-OH-Butyr SerPl-sCnc,,B-Hydroxybutyrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Beta-2-Glycoprotein 1 antibodies,"Beta 2 glycoprotein 1 IgG antibody, Blood",Beta 2 glycoprotein 1 IgG Ab [Units/​volume] in Serum or Plasma by Immunoassay,44448-9,LN,Beta 2 glycoprotein 1 Ab.IgG,ACnc,Pt,Ser/Plas,Qn,IA,,beta 2 glycoprotein Ab antibody,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,Yes,,,,,B2 Glycoprot1 IgG SerPl IA-aCnc,,Beta-2-Glycoprotein 1 antibodies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Beta2-microglubulin ,"Beta-2-Microglobulin, Blood",Beta-2-Microglobulin [Mass/volume] in Serum or,1952-1,LN,Beta-2-Microglobulin,MCnc,Pt,Ser/Plas,Qn,,,beta2-microglobulin B2M,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,B2 Microglob SerPl-mCnc,," B2-microglubulin (B2M), serum ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Beta2-microglubulin urine,"Beta-2-Microglobulin, Urine",Beta-2-Microglobulin [Mass/​volume] in Urine,1953-9,LN,Beta-2-Microglobulin,MCnc,Pt,Urine,Qn,,,beta2-microglobulin B2M,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,B2 Microglob Ur-mCnc,," B2-microglubulin (B2M), urine ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Biapenem suscep (MIC),Susceptibility to Biapenem,Biapenem [Susceptibility] by Minimum inhibitory concentration (MIC),41665-1,LN,Biapenem,Susc,Pt,Isolate,OrdQn,MIC,,Biapenem,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Biapenem Islt MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
